,bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,venue,team1,4 wicket,5 wicket,dr11Score
2492,MF Maharoof,4,27,0,1,7.0,2008-05-24,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2493,MF Maharoof,4,34,0,3,8.0,2008-05-30,Rajasthan Royals,Rajasthan Royals,Wankhede Stadium,Delhi Daredevils,0,0,79
2494,MF Maharoof,5,29,0,2,6.0,2009-05-15,Kings XI Punjab,Kings XI Punjab,OUTsurance Oval,Delhi Daredevils,0,0,54
2495,MF Maharoof,4,27,0,2,7.0,2009-05-17,Rajasthan Royals,Delhi Daredevils,OUTsurance Oval,Delhi Daredevils,0,0,54
2496,MF Maharoof,2,9,0,0,4.0,2009-05-19,Delhi Daredevils,Royal Challengers Bangalore,New Wanderers Stadium,Delhi Daredevils,0,0,4
2497,MF Maharoof,4,37,0,3,9.0,2010-03-13,Delhi Daredevils,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,0,0,79
2498,MF Maharoof,4,32,0,1,8.0,2010-03-15,Delhi Daredevils,Delhi Daredevils,"Sardar Patel Stadium, Motera",Delhi Daredevils,0,0,29
2499,MF Maharoof,4,50,0,2,12.0,2010-03-17,Mumbai Indians,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,0,0,54
2500,MF Maharoof,3,13,0,3,4.0,2010-03-31,Rajasthan Royals,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,79
2501,MF Maharoof,4,28,0,1,7.0,2010-04-04,Royal Challengers Bangalore,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2502,MF Maharoof,3,30,0,0,10.0,2010-04-07,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,Delhi Daredevils,0,0,4
2503,MF Maharoof,2,16,0,0,8.0,2010-04-11,Kings XI Punjab,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2504,MG Johnson,4,49,0,2,12.0,2013-04-09,Delhi Daredevils,Mumbai Indians,Wankhede Stadium,Delhi Daredevils,0,0,54
2505,MG Johnson,3,27,1,2,9.0,2014-05-25,Delhi Daredevils,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,0,0,62
2506,MG Johnson,4,42,0,0,10.0,2015-04-15,Delhi Daredevils,Delhi Daredevils,Maharashtra Cricket Association Stadium,Delhi Daredevils,0,0,4
2507,MG Johnson,3,28,0,0,9.0,2016-04-15,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2508,MG Johnson,4,23,1,1,6.0,2017-04-22,Delhi Daredevils,Mumbai Indians,Wankhede Stadium,Delhi Daredevils,0,0,37
2509,MJ McClenaghan,4,38,0,2,10.0,2015-04-23,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,54
2510,MJ McClenaghan,4,37,0,0,9.0,2015-05-05,Delhi Daredevils,Mumbai Indians,Wankhede Stadium,Delhi Daredevils,0,0,4
2511,MJ McClenaghan,4,31,0,2,8.0,2016-04-23,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,54
2512,MJ McClenaghan,4,26,0,1,6.0,2016-05-15,Delhi Daredevils,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Daredevils,0,0,29
2513,MJ McClenaghan,4,24,0,3,6.0,2017-04-22,Delhi Daredevils,Mumbai Indians,Wankhede Stadium,Delhi Daredevils,0,0,79
2514,MJ McClenaghan,2,18,0,1,9.0,2017-05-06,Mumbai Indians,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2515,MK Tiwary,2,28,0,0,14.0,2014-05-15,Delhi Daredevils,Rajasthan Royals,"Sardar Patel Stadium, Motera",Delhi Daredevils,0,0,4
2516,MM Patel,3,25,0,0,8.0,2008-04-19,Rajasthan Royals,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2517,MM Patel,4,24,0,1,6.0,2008-05-11,Delhi Daredevils,Rajasthan Royals,Sawai Mansingh Stadium,Delhi Daredevils,0,0,29
2518,MM Patel,4,17,0,3,4.0,2008-05-30,Rajasthan Royals,Rajasthan Royals,Wankhede Stadium,Delhi Daredevils,0,0,79
2519,MM Patel,4,14,1,2,4.0,2009-04-28,Rajasthan Royals,Rajasthan Royals,SuperSport Park,Delhi Daredevils,0,0,62
2520,MM Patel,4,39,0,2,10.0,2009-05-17,Rajasthan Royals,Delhi Daredevils,OUTsurance Oval,Delhi Daredevils,0,0,54
2521,MM Patel,3,32,0,1,11.0,2010-03-15,Delhi Daredevils,Delhi Daredevils,"Sardar Patel Stadium, Motera",Delhi Daredevils,0,0,29
2522,MM Patel,3,20,0,0,7.0,2011-04-10,Mumbai Indians,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2523,MM Patel,4,29,0,2,7.0,2011-05-07,Delhi Daredevils,Mumbai Indians,Wankhede Stadium,Delhi Daredevils,0,0,54
2524,MM Patel,3,15,1,0,5.0,2012-04-16,Delhi Daredevils,Delhi Daredevils,Wankhede Stadium,Delhi Daredevils,0,0,12
2525,MM Patel,4,36,0,0,9.0,2013-04-21,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2526,MM Sharma,3,10,0,3,3.0,2013-04-18,Chennai Super Kings,Chennai Super Kings,Feroz Shah Kotla,Delhi Daredevils,0,0,79
2527,MM Sharma,4,22,0,2,6.0,2013-05-14,Delhi Daredevils,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,0,0,54
2528,MM Sharma,3,17,0,1,6.0,2014-04-21,Delhi Daredevils,Chennai Super Kings,Sheikh Zayed Stadium,Delhi Daredevils,0,0,29
2529,MM Sharma,4,51,0,2,13.0,2014-05-05,Chennai Super Kings,Chennai Super Kings,Feroz Shah Kotla,Delhi Daredevils,0,0,54
2530,MM Sharma,4,33,0,1,8.0,2015-04-09,Delhi Daredevils,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,0,0,29
2531,MM Sharma,2,17,0,0,8.0,2015-05-12,Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,0,0,4
2532,MM Sharma,2,10,0,0,5.0,2016-04-15,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2533,MM Sharma,4,21,0,0,5.0,2016-05-07,Delhi Daredevils,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Daredevils,0,0,4
2534,MM Sharma,4,37,0,1,9.0,2017-04-15,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2535,MM Sharma,1,3,1,1,3.0,2017-04-30,Delhi Daredevils,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Daredevils,0,0,37
2536,MN Samuels,2,22,0,0,11.0,2017-05-04,Gujarat Lions,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2537,MN Samuels,1,12,0,0,12.0,2017-05-12,Rising Pune Supergiant,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2538,MP Stoinis,4,40,0,3,10.0,2016-05-07,Delhi Daredevils,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Daredevils,0,0,79
2539,MR Marsh,2,19,0,1,10.0,2010-04-18,Deccan Chargers,Deccan Chargers,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2540,MR Marsh,2,11,0,1,6.0,2011-05-21,Pune Warriors,0,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2541,MS Gony,4,39,0,1,10.0,2008-05-02,Delhi Daredevils,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,0,0,29
2542,MS Gony,4,36,0,1,9.0,2008-05-08,Chennai Super Kings,Chennai Super Kings,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2543,MS Gony,4,45,0,1,11.0,2009-04-23,Delhi Daredevils,Delhi Daredevils,Kingsmead,Delhi Daredevils,0,0,29
2544,MS Gony,4,22,0,0,6.0,2012-05-10,Delhi Daredevils,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,0,0,4
2545,Mohammad Asif,4,19,0,2,5.0,2008-04-22,Delhi Daredevils,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,0,0,54
2546,Mohammad Asif,4,39,0,2,10.0,2008-04-27,Delhi Daredevils,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,0,0,54
2547,Mohammad Asif,4,42,0,0,10.0,2008-04-30,Royal Challengers Bangalore,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2548,Mohammad Asif,4,46,0,1,12.0,2008-05-04,Delhi Daredevils,Mumbai Indians,Dr DY Patil Sports Academy,Delhi Daredevils,0,0,29
2549,Mohammad Asif,4,51,0,0,13.0,2008-05-15,Deccan Chargers,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2550,Mohammad Asif,4,32,0,2,8.0,2008-05-30,Rajasthan Royals,Rajasthan Royals,Wankhede Stadium,Delhi Daredevils,0,0,54
2551,Mohammed Shami,4,30,0,1,8.0,2014-04-17,Royal Challengers Bangalore,Royal Challengers Bangalore,Sharjah Cricket Stadium,Delhi Daredevils,0,0,29
2552,Mohammed Shami,4,33,0,1,8.0,2014-04-19,Delhi Daredevils,Delhi Daredevils,Dubai International Cricket Stadium,Delhi Daredevils,0,0,29
2553,Mohammed Shami,4,36,0,0,9.0,2014-04-25,Delhi Daredevils,Sunrisers Hyderabad,Dubai International Cricket Stadium,Delhi Daredevils,0,0,4
2554,Mohammed Shami,4,36,0,2,9.0,2014-04-27,Mumbai Indians,Delhi Daredevils,Sharjah Cricket Stadium,Delhi Daredevils,0,0,54
2555,Mohammed Shami,4,22,0,1,6.0,2014-05-03,Rajasthan Royals,Rajasthan Royals,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2556,Mohammed Shami,4,23,0,0,6.0,2014-05-07,Kolkata Knight Riders,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2557,Mohammed Shami,1,6,0,0,6.0,2014-05-10,Sunrisers Hyderabad,Sunrisers Hyderabad,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2558,Mohammed Shami,4,31,0,1,8.0,2014-05-13,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,Delhi Daredevils,0,0,29
2559,Mohammed Shami,4,39,0,1,10.0,2014-05-19,Kings XI Punjab,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2560,Mohammed Shami,3,26,0,1,9.0,2014-05-25,Delhi Daredevils,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,0,0,29
2561,Mohammed Shami,4,34,0,3,8.0,2016-04-17,Delhi Daredevils,Delhi Daredevils,M Chinnaswamy Stadium,Delhi Daredevils,0,0,79
2562,Mohammed Shami,3,24,0,1,8.0,2016-04-23,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2563,Mohammed Shami,4,33,0,0,8.0,2016-04-30,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2564,Mohammed Shami,4,31,0,2,8.0,2016-05-03,Delhi Daredevils,Delhi Daredevils,Saurashtra Cricket Association Stadium,Delhi Daredevils,0,0,54
2565,Mohammed Shami,3,50,0,0,17.0,2016-05-05,Rising Pune Supergiants,Rising Pune Supergiants,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2566,Mohammed Shami,3,34,0,1,11.0,2016-05-07,Delhi Daredevils,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Daredevils,0,0,29
2567,Mohammed Shami,3,26,0,1,9.0,2016-05-12,Delhi Daredevils,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,0,0,29
2568,Mohammed Shami,1,12,0,0,12.0,2016-05-17,Delhi Daredevils,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Daredevils,0,0,4
2569,Mohammed Shami,3,28,0,0,9.0,2017-04-17,Kolkata Knight Riders,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2570,Mohammed Shami,2,19,0,0,10.0,2017-04-30,Delhi Daredevils,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Daredevils,0,0,4
2571,Mohammed Shami,4,36,0,2,9.0,2017-05-02,Sunrisers Hyderabad,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,54
2572,Mohammed Shami,3,40,0,1,13.0,2017-05-04,Gujarat Lions,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2573,Mohammed Shami,2,16,0,0,8.0,2017-05-06,Mumbai Indians,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2574,Mohammed Shami,4,36,0,2,9.0,2017-05-10,Delhi Daredevils,Delhi Daredevils,Green Park,Delhi Daredevils,0,0,54
2575,Mohammed Shami,4,37,0,2,9.0,2017-05-12,Rising Pune Supergiant,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,54
2576,Mohammed Shami,4,31,0,1,8.0,2017-05-14,Royal Challengers Bangalore,Royal Challengers Bangalore,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2577,Mohammed Siraj,4,39,0,2,10.0,2017-04-19,Delhi Daredevils,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,0,0,54
2578,Mohammed Siraj,4,41,0,2,10.0,2017-05-02,Sunrisers Hyderabad,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,54
2579,Mustafizur Rahman,4,39,0,0,10.0,2016-05-12,Delhi Daredevils,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,0,0,4
2580,Mustafizur Rahman,4,24,0,1,6.0,2016-05-20,Sunrisers Hyderabad,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,0,0,29
2581,N Rana,1,3,0,0,3.0,2016-05-15,Delhi Daredevils,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Daredevils,0,0,4
2582,NLTC Perera,4,31,0,2,8.0,2013-04-12,Sunrisers Hyderabad,Sunrisers Hyderabad,Feroz Shah Kotla,Delhi Daredevils,0,0,54
2583,NLTC Perera,3,11,1,2,4.0,2013-05-04,Delhi Daredevils,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,0,0,62
2584,NLTC Perera,2,22,0,0,11.0,2015-05-01,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2585,NLTC Perera,1,9,0,0,9.0,2016-05-05,Rising Pune Supergiants,Rising Pune Supergiants,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2586,NLTC Perera,3,27,0,0,9.0,2016-05-17,Delhi Daredevils,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Daredevils,0,0,4
2587,NM Coulter-Nile,4,27,0,2,7.0,2014-04-19,Delhi Daredevils,Delhi Daredevils,Dubai International Cricket Stadium,Delhi Daredevils,0,0,54
2588,NM Coulter-Nile,4,42,0,0,10.0,2015-04-12,Rajasthan Royals,Rajasthan Royals,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2589,NM Coulter-Nile,3,14,0,0,5.0,2015-04-15,Delhi Daredevils,Delhi Daredevils,Maharashtra Cricket Association Stadium,Delhi Daredevils,0,0,4
2590,NM Coulter-Nile,4,26,0,2,6.0,2015-04-18,Delhi Daredevils,Delhi Daredevils,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Daredevils,0,0,54
2591,NM Coulter-Nile,4,30,0,1,8.0,2015-04-20,Kolkata Knight Riders,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2592,NM Coulter-Nile,4,36,0,1,9.0,2015-04-23,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2593,NM Coulter-Nile,3,30,0,0,10.0,2015-04-26,Royal Challengers Bangalore,Royal Challengers Bangalore,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2594,NM Coulter-Nile,4,20,0,4,5.0,2015-05-01,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,1,0,112
2595,NM Coulter-Nile,4,38,0,1,10.0,2015-05-03,Delhi Daredevils,Rajasthan Royals,Brabourne Stadium,Delhi Daredevils,0,0,29
2596,NM Coulter-Nile,4,30,1,2,8.0,2015-05-05,Delhi Daredevils,Mumbai Indians,Wankhede Stadium,Delhi Daredevils,0,0,62
2597,NM Coulter-Nile,4,25,0,2,6.0,2015-05-09,Sunrisers Hyderabad,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,0,0,54
2598,NM Coulter-Nile,4,32,0,0,8.0,2016-04-10,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,Delhi Daredevils,0,0,4
2599,NM Coulter-Nile,4,25,0,2,6.0,2016-05-12,Delhi Daredevils,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,0,0,54
2600,NM Coulter-Nile,3,21,0,0,7.0,2016-05-17,Delhi Daredevils,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Daredevils,0,0,4
2601,NM Coulter-Nile,4,36,0,2,9.0,2016-05-20,Sunrisers Hyderabad,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,0,0,54
2602,NM Coulter-Nile,4,22,0,3,6.0,2017-04-17,Kolkata Knight Riders,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,0,0,79
2603,NM Coulter-Nile,4,34,0,3,8.0,2017-04-28,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,Delhi Daredevils,0,0,79
2604,P Amarnath,3,35,0,0,12.0,2008-05-08,Chennai Super Kings,Chennai Super Kings,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2605,P Awana,4,22,0,3,6.0,2012-05-15,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,79
2606,P Awana,3,40,0,0,13.0,2012-05-19,Delhi Daredevils,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,Delhi Daredevils,0,0,4
2607,P Awana,4,21,1,1,5.0,2013-04-23,Kings XI Punjab,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,0,0,37
2608,P Awana,4,28,0,1,7.0,2013-05-16,Delhi Daredevils,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Delhi Daredevils,0,0,29
2609,P Awana,3,15,1,2,5.0,2014-05-25,Delhi Daredevils,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,0,0,62
2610,P Kumar,4,24,0,0,6.0,2008-04-30,Royal Challengers Bangalore,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2611,P Kumar,2,33,0,1,16.0,2008-05-19,Delhi Daredevils,Delhi Daredevils,M Chinnaswamy Stadium,Delhi Daredevils,0,0,29
2612,P Kumar,4,30,0,3,8.0,2009-05-19,Delhi Daredevils,Royal Challengers Bangalore,New Wanderers Stadium,Delhi Daredevils,0,0,79
2613,P Kumar,4,45,0,1,11.0,2010-03-25,Delhi Daredevils,Delhi Daredevils,M Chinnaswamy Stadium,Delhi Daredevils,0,0,29
2614,P Kumar,4,45,0,1,11.0,2011-04-23,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2615,P Kumar,4,32,1,1,8.0,2011-05-15,Delhi Daredevils,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Delhi Daredevils,0,0,37
2616,P Kumar,4,28,0,1,7.0,2012-05-15,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2617,P Kumar,4,33,0,0,8.0,2012-05-19,Delhi Daredevils,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,Delhi Daredevils,0,0,4
2618,P Kumar,4,29,0,2,7.0,2013-04-23,Kings XI Punjab,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,0,0,54
2619,P Kumar,4,19,0,1,5.0,2013-05-16,Delhi Daredevils,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Delhi Daredevils,0,0,29
2620,P Kumar,4,38,0,1,10.0,2015-04-18,Delhi Daredevils,Delhi Daredevils,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Daredevils,0,0,29
2621,P Kumar,2,34,0,0,17.0,2015-05-09,Sunrisers Hyderabad,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,0,0,4
2622,P Kumar,4,13,0,0,3.0,2016-04-27,Gujarat Lions,Gujarat Lions,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2623,P Kumar,2,20,0,0,10.0,2016-05-03,Delhi Daredevils,Delhi Daredevils,Saurashtra Cricket Association Stadium,Delhi Daredevils,0,0,4
2624,P Negi,4,22,0,0,6.0,2012-04-24,Delhi Daredevils,Delhi Daredevils,Subrata Roy Sahara Stadium,Delhi Daredevils,0,0,4
2625,P Negi,4,18,0,4,4.0,2012-05-01,Delhi Daredevils,Delhi Daredevils,Sawai Mansingh Stadium,Delhi Daredevils,1,0,112
2626,P Negi,3,24,0,1,8.0,2012-05-15,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2627,P Negi,3,37,0,0,12.0,2012-05-17,Royal Challengers Bangalore,Royal Challengers Bangalore,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2628,P Negi,4,18,0,1,4.0,2012-05-22,Kolkata Knight Riders,Kolkata Knight Riders,Subrata Roy Sahara Stadium,Delhi Daredevils,0,0,29
2629,P Negi,4,28,0,0,7.0,2013-05-07,Delhi Daredevils,Rajasthan Royals,Sawai Mansingh Stadium,Delhi Daredevils,0,0,4
2630,P Negi,3,28,0,2,9.0,2015-05-12,Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,0,0,54
2631,P Negi,1,10,0,1,10.0,2016-04-15,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2632,P Negi,3,26,0,0,9.0,2016-04-17,Delhi Daredevils,Delhi Daredevils,M Chinnaswamy Stadium,Delhi Daredevils,0,0,4
2633,P Negi,1,19,0,0,19.0,2016-04-23,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2634,P Negi,1,10,0,0,10.0,2016-05-05,Rising Pune Supergiants,Rising Pune Supergiants,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2635,P Negi,3,19,0,1,6.0,2016-05-22,Royal Challengers Bangalore,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,0,0,29
2636,P Negi,1,3,0,2,3.0,2017-04-08,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,Delhi Daredevils,0,0,54
2637,P Negi,2,10,0,3,5.0,2017-05-14,Royal Challengers Bangalore,Royal Challengers Bangalore,Feroz Shah Kotla,Delhi Daredevils,0,0,79
2638,P Parameswaran,4,29,0,2,7.0,2011-05-02,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Feroz Shah Kotla,Delhi Daredevils,0,0,54
2639,P Parameswaran,3,30,0,3,10.0,2012-05-17,Royal Challengers Bangalore,Royal Challengers Bangalore,Feroz Shah Kotla,Delhi Daredevils,0,0,79
2640,P Sahu,2,27,0,0,14.0,2016-04-15,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2641,PC Valthaty,1,13,0,0,13.0,2011-04-23,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2642,PC Valthaty,4,34,0,1,8.0,2011-05-15,Delhi Daredevils,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Delhi Daredevils,0,0,29
2643,PD Collingwood,0,7,0,1,inf,2010-03-29,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2644,PD Collingwood,1,6,0,1,6.0,2010-03-31,Rajasthan Royals,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2645,PD Collingwood,2,19,0,0,10.0,2010-04-07,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,Delhi Daredevils,0,0,4
2646,PD Collingwood,4,19,0,2,5.0,2010-04-11,Kings XI Punjab,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,0,0,54
2647,PD Collingwood,4,27,0,0,7.0,2010-04-13,Delhi Daredevils,Mumbai Indians,Brabourne Stadium,Delhi Daredevils,0,0,4
2648,PD Collingwood,3,23,0,1,8.0,2010-04-18,Deccan Chargers,Deccan Chargers,Feroz Shah Kotla,Delhi Daredevils,0,0,29
2649,PJ Cummins,4,29,0,1,7.0,2017-04-08,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,Delhi Daredevils,0,0,29
2650,PJ Cummins,3,24,1,2,8.0,2017-04-11,Delhi Daredevils,Delhi Daredevils,Maharashtra Cricket Association Stadium,Delhi Daredevils,0,0,62
2651,PJ Cummins,4,23,0,2,6.0,2017-04-15,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,54
2652,PJ Cummins,4,39,0,2,10.0,2017-04-17,Kolkata Knight Riders,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,0,0,54
2653,PJ Cummins,4,37,0,0,9.0,2017-04-19,Delhi Daredevils,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,0,0,4
2654,PJ Cummins,4,20,0,2,5.0,2017-04-22,Delhi Daredevils,Mumbai Indians,Wankhede Stadium,Delhi Daredevils,0,0,54
2655,PJ Cummins,3,22,0,0,7.0,2017-04-28,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,Delhi Daredevils,0,0,4
2656,PJ Cummins,4,30,0,2,8.0,2017-05-04,Gujarat Lions,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,54
2657,PJ Cummins,4,59,0,0,15.0,2017-05-06,Mumbai Indians,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,0,0,4
2658,PJ Cummins,4,38,0,1,10.0,2017-05-10,Delhi Daredevils,Delhi Daredevils,Green Park,Delhi Daredevils,0,0,29
2659,PJ Cummins,4,31,0,2,8.0,2017-05-12,Rising Pune Supergiant,Delhi Daredevils,Feroz Shah Kotla,Delhi Daredevils,0,0,54
2660,PJ Cummins,4,21,0,2,5.0,2017-05-14,Royal Challengers Bangalore,Royal Challengers Bangalore,Feroz Shah Kotla,Delhi Daredevils,0,0,54
2661,PJ Sangwan,4,21,0,1,5.0,2008-05-04,Delhi Daredevils,Mumbai Indians,Dr DY Patil Sports Academy,Delhi Daredevils,0,0,29
